"Region","Year","Age Range","Illicit Drug Use","Measure Type","Variable","Value"
"Southwest Region","2006-2008","Over 25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",1.12
"Southwest Region","2006-2008","Over 25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.58
"Southwest Region","2006-2008","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",1.37
"Southwest Region","2006-2008","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0.65
"Southwest Region","2006-2008","Over 25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",5.17
"Southwest Region","2006-2008","Over 25","Illicit Drug Use in the Past Month","Percent","Margins of Error",1.57
"Southwest Region","2006-2008","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",2.65
"Southwest Region","2006-2008","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",1.1
"Southwest Region","2008-2010","12-17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",2.27
"Southwest Region","2008-2010","12-17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",1.12
"Southwest Region","2008-2010","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",4.09
"Southwest Region","2008-2010","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",1.55
"Southwest Region","2008-2010","12-17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",9.75
"Southwest Region","2008-2010","12-17","Illicit Drug Use in the Past Month","Percent","Margins of Error",2.43
"Southwest Region","2008-2010","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",4.26
"Southwest Region","2008-2010","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",1.21
"Southwest Region","2008-2010","18-25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",5.58
"Southwest Region","2008-2010","18-25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",1.86
"Southwest Region","2008-2010","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",8.83
"Southwest Region","2008-2010","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",2.53
"Southwest Region","2008-2010","18-25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",20.74
"Southwest Region","2008-2010","18-25","Illicit Drug Use in the Past Month","Percent","Margins of Error",4.42
"Southwest Region","2008-2010","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",7.88
"Southwest Region","2008-2010","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",2.32
"Southwest Region","2008-2010","Over 17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",1.7
"Southwest Region","2008-2010","Over 17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.66
"Southwest Region","2008-2010","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",2.51
"Southwest Region","2008-2010","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0.88
"Southwest Region","2008-2010","Over 17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",7.42
"Southwest Region","2008-2010","Over 17","Illicit Drug Use in the Past Month","Percent","Margins of Error",2.01
"Southwest Region","2008-2010","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",3.32
"Southwest Region","2008-2010","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",1.46
"Southwest Region","2008-2010","Over 25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",1.13
"Southwest Region","2008-2010","Over 25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.61
"Southwest Region","2008-2010","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",1.58
"Southwest Region","2008-2010","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0.81
"Southwest Region","2008-2010","Over 25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",5.45
"Southwest Region","2008-2010","Over 25","Illicit Drug Use in the Past Month","Percent","Margins of Error",1.93
"Southwest Region","2008-2010","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",2.65
"Southwest Region","2008-2010","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",1.56
"Southwest Region","2010-2012","12-17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",2.16
"Southwest Region","2010-2012","12-17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.91
"Southwest Region","2010-2012","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",4.58
"Southwest Region","2010-2012","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",1.64
"Southwest Region","2010-2012","12-17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",10.57
"Southwest Region","2010-2012","12-17","Illicit Drug Use in the Past Month","Percent","Margins of Error",2.57
"Southwest Region","2010-2012","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",3.38
"Southwest Region","2010-2012","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",1.17
"Southwest Region","2010-2012","18-25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",6.58
"Southwest Region","2010-2012","18-25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",2.45
"Southwest Region","2010-2012","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",9.31
"Southwest Region","2010-2012","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",2.85
"Southwest Region","2010-2012","18-25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",-9999
"Southwest Region","2010-2012","18-25","Illicit Drug Use in the Past Month","Percent","Margins of Error",-9999
"Southwest Region","2010-2012","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",7.09
"Southwest Region","2010-2012","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",2.3
"Southwest Region","2010-2012","Over 17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",2.08
"Southwest Region","2010-2012","Over 17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.68
"Southwest Region","2010-2012","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",2.55
"Southwest Region","2010-2012","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0.7
"Southwest Region","2010-2012","Over 17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",8.49
"Southwest Region","2010-2012","Over 17","Illicit Drug Use in the Past Month","Percent","Margins of Error",2.02
"Southwest Region","2010-2012","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",2.86
"Southwest Region","2010-2012","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",0.91
"Southwest Region","2010-2012","Over 25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",1.45
"Southwest Region","2010-2012","Over 25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.63
"Southwest Region","2010-2012","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",1.6
"Southwest Region","2010-2012","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0.67
"Southwest Region","2010-2012","Over 25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",6.35
"Southwest Region","2010-2012","Over 25","Illicit Drug Use in the Past Month","Percent","Margins of Error",1.87
"Southwest Region","2010-2012","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",2.26
"Southwest Region","2010-2012","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",0.89
"Southwest Region","2012-2014","12-17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",1.83
"Southwest Region","2012-2014","12-17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.72
"Southwest Region","2012-2014","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",3.39
"Southwest Region","2012-2014","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",1.14
"Southwest Region","2012-2014","12-17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",10.29
"Southwest Region","2012-2014","12-17","Illicit Drug Use in the Past Month","Percent","Margins of Error",2.49
"Southwest Region","2012-2014","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",2.63
"Southwest Region","2012-2014","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",1.02
"Southwest Region","2012-2014","18-25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",6.37
"Southwest Region","2012-2014","18-25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",2.13
"Southwest Region","2012-2014","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",8.74
"Southwest Region","2012-2014","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",2.47
"Southwest Region","2012-2014","18-25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",24.25
"Southwest Region","2012-2014","18-25","Illicit Drug Use in the Past Month","Percent","Margins of Error",4.82
"Southwest Region","2012-2014","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",6.84
"Southwest Region","2012-2014","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",2.25
"Southwest Region","2012-2014","Over 17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",1.89
"Southwest Region","2012-2014","Over 17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.56
"Southwest Region","2012-2014","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",2.55
"Southwest Region","2012-2014","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0.74
"Southwest Region","2012-2014","Over 17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",9.76
"Southwest Region","2012-2014","Over 17","Illicit Drug Use in the Past Month","Percent","Margins of Error",2.14
"Southwest Region","2012-2014","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",2.84
"Southwest Region","2012-2014","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",0.95
"Southwest Region","2012-2014","Over 25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",1.22
"Southwest Region","2012-2014","Over 25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.5
"Southwest Region","2012-2014","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",1.62
"Southwest Region","2012-2014","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0.69
"Southwest Region","2012-2014","Over 25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",7.59
"Southwest Region","2012-2014","Over 25","Illicit Drug Use in the Past Month","Percent","Margins of Error",2.14
"Southwest Region","2012-2014","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",2.23
"Southwest Region","2012-2014","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",0.96
"United States","2004-2006","12-17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",2.7
"United States","2004-2006","12-17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0
"United States","2004-2006","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",4.86
"United States","2004-2006","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0
"United States","2004-2006","12-17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",10.08
"United States","2004-2006","12-17","Illicit Drug Use in the Past Month","Percent","Margins of Error",0
"United States","2004-2006","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",5.03
"United States","2004-2006","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",0
"United States","2004-2006","18-25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",5.58
"United States","2004-2006","18-25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0
"United States","2004-2006","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",8.17
"United States","2004-2006","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0
"United States","2004-2006","18-25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",19.66
"United States","2004-2006","18-25","Illicit Drug Use in the Past Month","Percent","Margins of Error",0
"United States","2004-2006","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",8.53
"United States","2004-2006","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",0
"United States","2004-2006","Over 17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",1.9
"United States","2004-2006","Over 17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0
"United States","2004-2006","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",2.68
"United States","2004-2006","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0
"United States","2004-2006","Over 17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",7.92
"United States","2004-2006","Over 17","Illicit Drug Use in the Past Month","Percent","Margins of Error",0
"United States","2004-2006","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",3.52
"United States","2004-2006","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",0
"United States","2004-2006","Over 25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",1.26
"United States","2004-2006","Over 25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0
"United States","2004-2006","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",1.72
"United States","2004-2006","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0
"United States","2004-2006","Over 25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",5.87
"United States","2004-2006","Over 25","Illicit Drug Use in the Past Month","Percent","Margins of Error",0
"United States","2004-2006","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",2.65
"United States","2004-2006","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",0
"United States","2006-2008","12-17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",2.48
"United States","2006-2008","12-17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.14
"United States","2006-2008","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",4.55
"United States","2006-2008","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0.17
"United States","2006-2008","12-17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",9.59
"United States","2006-2008","12-17","Illicit Drug Use in the Past Month","Percent","Margins of Error",0.25
"United States","2006-2008","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",4.68
"United States","2006-2008","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",0.18
"United States","2006-2008","18-25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",5.55
"United States","2006-2008","18-25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.21
"United States","2006-2008","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",7.94
"United States","2006-2008","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0.25
"United States","2006-2008","18-25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",19.78
"United States","2006-2008","18-25","Illicit Drug Use in the Past Month","Percent","Margins of Error",0.38
"United States","2006-2008","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",8.27
"United States","2006-2008","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",0.25
"United States","2006-2008","Over 17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",1.89
"United States","2006-2008","Over 17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.08
"United States","2006-2008","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",2.63
"United States","2006-2008","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0.09
"United States","2006-2008","Over 17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",7.99
"United States","2006-2008","Over 17","Illicit Drug Use in the Past Month","Percent","Margins of Error",0.19
"United States","2006-2008","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",3.61
"United States","2006-2008","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",0.13
"United States","2006-2008","Over 25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",1.26
"United States","2006-2008","Over 25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.08
"United States","2006-2008","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",1.71
"United States","2006-2008","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0.1
"United States","2006-2008","Over 25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",5.96
"United States","2006-2008","Over 25","Illicit Drug Use in the Past Month","Percent","Margins of Error",0.2
"United States","2006-2008","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",2.81
"United States","2006-2008","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",0.14
"United States","2008-2010","12-17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",2.5
"United States","2008-2010","12-17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.13
"United States","2008-2010","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",4.59
"United States","2008-2010","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0.18
"United States","2008-2010","12-17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",9.87
"United States","2008-2010","12-17","Illicit Drug Use in the Past Month","Percent","Margins of Error",0.26
"United States","2008-2010","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",4.47
"United States","2008-2010","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",0.18
"United States","2008-2010","18-25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",5.51
"United States","2008-2010","18-25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.2
"United States","2008-2010","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",7.81
"United States","2008-2010","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0.24
"United States","2008-2010","18-25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",20.8
"United States","2008-2010","18-25","Illicit Drug Use in the Past Month","Percent","Margins of Error",0.39
"United States","2008-2010","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",8.03
"United States","2008-2010","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",0.25
"United States","2008-2010","Over 17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",1.87
"United States","2008-2010","Over 17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.08
"United States","2008-2010","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",2.63
"United States","2008-2010","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0.1
"United States","2008-2010","Over 17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",8.47
"United States","2008-2010","Over 17","Illicit Drug Use in the Past Month","Percent","Margins of Error",0.21
"United States","2008-2010","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",3.46
"United States","2008-2010","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",0.13
"United States","2008-2010","Over 25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",1.24
"United States","2008-2010","Over 25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.08
"United States","2008-2010","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",1.73
"United States","2008-2010","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0.1
"United States","2008-2010","Over 25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",6.34
"United States","2008-2010","Over 25","Illicit Drug Use in the Past Month","Percent","Margins of Error",0.21
"United States","2008-2010","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",2.67
"United States","2008-2010","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",0.14
"United States","2010-2012","12-17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",2.36
"United States","2010-2012","12-17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.13
"United States","2010-2012","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",4.46
"United States","2010-2012","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0.17
"United States","2010-2012","12-17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",9.93
"United States","2010-2012","12-17","Illicit Drug Use in the Past Month","Percent","Margins of Error",0.26
"United States","2010-2012","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",4.1
"United States","2010-2012","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",0.17
"United States","2010-2012","18-25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",5.4
"United States","2010-2012","18-25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.2
"United States","2010-2012","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",7.72
"United States","2010-2012","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0.24
"United States","2010-2012","18-25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",21.37
"United States","2010-2012","18-25","Illicit Drug Use in the Past Month","Percent","Margins of Error",0.42
"United States","2010-2012","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",7.27
"United States","2010-2012","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",0.25
"United States","2010-2012","Over 17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",1.81
"United States","2010-2012","Over 17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.08
"United States","2010-2012","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",2.53
"United States","2010-2012","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0.09
"United States","2010-2012","Over 17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",8.79
"United States","2010-2012","Over 17","Illicit Drug Use in the Past Month","Percent","Margins of Error",0.2
"United States","2010-2012","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",3.26
"United States","2010-2012","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",0.12
"United States","2010-2012","Over 25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",1.19
"United States","2010-2012","Over 25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.09
"United States","2010-2012","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",1.63
"United States","2010-2012","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0.1
"United States","2010-2012","Over 25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",6.61
"United States","2010-2012","Over 25","Illicit Drug Use in the Past Month","Percent","Margins of Error",0.21
"United States","2010-2012","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",2.57
"United States","2010-2012","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",0.13
"United States","2012-2014","12-17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",1.92
"United States","2012-2014","12-17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.12
"United States","2012-2014","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",3.67
"United States","2012-2014","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0.17
"United States","2012-2014","12-17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",9.25
"United States","2012-2014","12-17","Illicit Drug Use in the Past Month","Percent","Margins of Error",0.25
"United States","2012-2014","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",3.43
"United States","2012-2014","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",0.16
"United States","2012-2014","18-25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",5.17
"United States","2012-2014","18-25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.21
"United States","2012-2014","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",7.27
"United States","2012-2014","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0.25
"United States","2012-2014","18-25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",21.62
"United States","2012-2014","18-25","Illicit Drug Use in the Past Month","Percent","Margins of Error",0.4
"United States","2012-2014","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",6.73
"United States","2012-2014","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",0.24
"United States","2012-2014","Over 17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",1.9
"United States","2012-2014","Over 17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.08
"United States","2012-2014","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",2.6
"United States","2012-2014","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0.09
"United States","2012-2014","Over 17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",9.61
"United States","2012-2014","Over 17","Illicit Drug Use in the Past Month","Percent","Margins of Error",0.2
"United States","2012-2014","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",3.33
"United States","2012-2014","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",0.12
"United States","2012-2014","Over 25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use",1.34
"United States","2012-2014","Over 25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",0.09
"United States","2012-2014","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use",1.79
"United States","2012-2014","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",0.1
"United States","2012-2014","Over 25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",7.55
"United States","2012-2014","Over 25","Illicit Drug Use in the Past Month","Percent","Margins of Error",0.21
"United States","2012-2014","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use",2.74
